OC_omid,issn,EP_id,Publications_in_venue,Open Access
611043760,"['2255-3924', '1133-4525']",484032,240,Unknown
611044669,"['2617-2208', '2617-2194']",496456,45,True
611045048,"['1871-1375', '1871-1340']",480197,279,Unknown
611045964,['2227-7102'],480174,2792,True
611045999,"['1871-1510', '1871-1502']",470867,1082,Unknown
611047563,"['1873-6807', '1740-1445']",470667,1471,Unknown
611055684,"['1778-3674', '1296-2074']",442730,2316,Unknown
611055698,"['1464-5130', '0046-760X']",441202,1124,Unknown
611055852,"['1598-7647', '2451-909X']",468546,337,Unknown
611062092,"['0927-5371', '1879-1034']",342289,1816,Unknown
611062097,"['0927-5398', '1879-1727']",442829,1334,Unknown
6110626024,['2352-2267'],496717,300,Unknown
611063330,"['0143-6597', '1360-2241']",342509,3251,Unknown
61106368,"['1866-9557', '1866-9565']",484327,1622,Unknown
611066456,"['1099-0798', '0735-3936']",438357,1838,Unknown
611068845,"['1569-9676', '0774-5141']",451404,288,Unknown
611071020,"['1465-363X', '0955-792X']",443216,1582,Unknown
611071044,['0955-8810'],343385,2795,Unknown
6110738009,"['1468-1099', '1474-0060']",442260,483,Unknown
61108023,"['0965-4313', '1469-5944']",340152,2664,Unknown
61108050,"['0967-2567', '1469-5936']",440488,1145,Unknown
6110824127,"['1465-3451', '0143-9685']",441182,747,Unknown
6110832974,['2468-6891'],492769,91,True
6110864438,"['1957-7745', '0982-1783']",482697,451,Unknown
6110983699,"['1210-9126', '1805-2789']",484039,177,Unknown
61201023272,['0806-198X'],442442,70,Unknown
61201023447,"['0809-6341', '1891-1781']",468505,244,True
61201042866,"['1988-8295', '0214-0314']",485612,231,True
61201047,"['0361-6843', '1471-6402']",446209,1353,Unknown
61201068674,"['1474-0109', '0958-3440']",446354,613,Unknown
61201121870,['2061-6678'],478453,1,True
61201121962,"['2063-4269', '2062-0810']",504614,259,True
61201159750,['2659-3149'],502017,15,Unknown
61201159754,"['2659-3254', '1133-4762']",496885,28,Unknown
61201159762,['2659-3351'],498614,13,True
61201159773,['2659-5230'],497630,6,True
612011827,"['1468-2931', '0016-1128']",440785,1138,Unknown
61201207682,['2285-939X'],496892,12,True
61201207694,"['2067-9696', '2285-9403']",491180,39,True
61201207724,"['2286-0134', '1583-980X']",484119,84,True
61201207770,"['1584-3734', '2286-0428']",484863,139,True
61201207791,"['2285-6293', '2286-0940']",503234,36,Unknown
61201207870,['2286-2552'],487253,70,True
61201207893,['2286-3702'],485968,9,True
61201230987,"['0353-9008', '2683-5797']",503153,277,True
61201236723,['2783-6207'],503551,20,True
61201245076,"['1477-2809', '0197-3762']",448065,375,Unknown
61201256233,"['2351-9916', '2351-9924']",487855,49,Unknown
61201258551,['2451-3334'],490595,4,Unknown
61201258555,['2451-3431'],498715,3,True
61201258558,['2451-3458'],494067,47,Unknown
61201258569,['2451-3474'],491308,206,True
61201262554,"['0340-2479', '1612-7048']",483983,428,Unknown
61201279554,['1730-1912'],493429,4,Unknown
62201473532,['2450-646X'],493429,171,Unknown
61201279602,['1730-7775'],489061,14,Unknown
61201279607,['1730-8003'],503527,41,Unknown
61201279643,"['2353-2998', '1731-0555']",498382,12,True
61201299640,['1842-0206'],487250,114,True
6160851098,['2069-8887'],487250,114,True
61201301116,"['2391-5854', '0033-2674']",483937,1147,Unknown
61201344853,"['2468-4791', '1724-8574']",497048,47,Unknown
61201344897,"['2281-8952', '1724-8698']",473383,17,True
61201436213,"['1571-0718', '1571-0726']",471063,333,Unknown
61201470926,"['1877-3109', '1877-3095']",475992,135,Unknown
6120147171,"['1613-3684', '0167-8507']",342262,820,Unknown
612014919,"['2050-5884', '0004-9441']",438270,1297,Unknown
612014977,['2504-284X'],489977,2041,True
61201505665,['2729-7640'],504322,30,True
61201547549,"['0242-7702', '2425-1941']",482068,570,True
61201554363,"['1134-6795', '2529-9913']",491580,39,True
61201555310,['2529-9824'],495243,38,True
61201567357,['1230-929X'],482997,7,Unknown
61201567374,['1231-0344'],482998,41,Unknown
61201567413,['1231-2037'],497938,34,Unknown
612016315,"['1469-994X', '1462-2203']",445221,4678,Unknown
61201638868,"['2307-9878', '2518-1181']",497918,55,True
61201654353,"['2399-357X', '2399-3588']",500622,43,Unknown
61201656080,"['2560-3108', '2334-8666']",492977,63,True
61201656144,['2703-7045'],498574,33,True
61201656171,['2703-8041'],499923,6,True
61201657713,"['1139-613X', '2174-5374']",476151,357,True
61201658365,"['1133-5351', '2174-5676']",484033,124,Unknown
61201658440,"['2173-1675', '2174-5323']",499399,91,Unknown
61201658525,"['2174-5382', '1137-8654']",470348,148,True
61201658543,['2174-548X'],477679,25,True
61201658554,['2174-5609'],485616,114,True
61201658576,"['2174-5625', '0211-979X']",487268,213,True
61201684820,"['1474-0044', '1361-4916']",440507,491,Unknown
61201685023,"['1745-8145', '1361-7427']",436343,156,Unknown
61201687713,"['1989-4678', '0213-2958']",488775,5,True
61201690195,['2414-6633'],493724,36,True
61201690582,"['2353-8120', '1429-3803']",502750,78,Unknown
61201690636,"['2353-8139', '1643-8183']",496799,235,True
61201690737,['2353-8414'],485110,83,True
61201690766,['2353-8546'],493908,9,Unknown
61201709842,"['2445-3595', '0213-2060']",482021,89,True
61201709866,"['2445-3927', '0211-8653']",491007,20,Unknown
61201709875,"['1133-6579', '2445-3943']",493855,79,True
61201709904,['2445-4109'],498979,17,True
61201709945,"['1579-9794', '2445-4559']",498756,31,Unknown
61201709967,"['0210-962X', '2445-4567']",481999,3,True
61201710015,['2531-0046'],491605,52,True
61201710036,['2531-0062'],499337,4,True
61201710041,['2531-016X'],504827,66,True
61201731231,"['2058-9050', '2754-9941']",503162,25,Unknown
61201735618,['2695-9917'],503960,170,Unknown
61201735691,['2696-2691'],504781,6,True
61201735695,['2696-4244'],505257,5,Unknown
61201735701,"['2697-0643', '1131-9879']",496739,47,Unknown
61201761855,['1899-5101'],475048,45,Unknown
61201761883,"['1899-5241', '1899-5772']",500322,161,True
61201761929,['1899-5942'],503588,19,Unknown
61201761940,['1899-6256'],485230,126,True
61201768361,['2734-4754'],501936,10,True
61201768373,"['2069-8658', '2734-5963']",486939,2,True
61201768393,"['2734-7095', '2734-6226']",503235,52,True
61201768540,"['2210-2124', '2210-2116']",476738,165,Unknown
612017785,"['1574-0862', '0169-5150']",339705,2488,Unknown
61201786081,"['2605-4507', '1698-7861']",475039,20,True
61201786084,"['2611-1128', '1594-5685']",498155,92,True
61201788338,"['1740-9292', '1740-9306']",480446,673,Unknown
61201793315,"['0021-1818', '1613-0928']",439818,428,Unknown
61201813264,"['2601-8209', '2248-1060']",494004,3,Unknown
61201822009,"['0802-7285', '1504-2898']",340010,313,True
61201822165,"['0803-0685', '2154-0993']",476531,79,Unknown
61201829230,['1406-0922'],478218,246,True
61201836706,"['1568-5276', '0029-5973']",341798,772,Unknown
61201865643,['0324-8585'],486124,13,Unknown
61201884270,"['2300-8741', '2544-994X']",494267,202,True
61201884347,['2300-8814'],480060,51,Unknown
64048364,['2084-0845'],480060,122,True
61201901706,['2490-3647'],496469,114,True
61201908369,['2254-7339'],484874,198,True
61201908401,['2255-1514'],487141,30,Unknown
61201908404,['2255-5889'],494042,63,True
61201921429,"['2050-4594', '0306-1973']",444451,175,Unknown
61201936793,"['2055-7671', '2055-768X']",488293,688,Unknown
61201936847,"['2055-7752', '2055-7760']",486461,67,Unknown
61201940807,"['2706-8803', '1019-5297']",499316,115,Unknown
61201940927,['2182-018X'],478521,51,True
61201950627,['2641-0397'],497755,296,True
61201953080,['2386-6594'],503137,3,True
61201953083,['2386-6691'],500166,42,True
61201953097,"['2386-7159', '0214-8188']",486857,24,True
61201953109,['2386-7418'],493432,747,True
61201953136,"['1697-2104', '2386-7442']",480305,47,True
61201953152,['2386-7515'],494763,48,True
61201953191,['2386-7620'],488593,30,Unknown
61201953201,"['0214-0039', '2386-7876']",494090,362,True
61201977652,"['1753-5530', '1465-5187']",342189,386,Unknown
61202006970,['2211-243X'],483654,56,True
61202006980,['2211-2545'],504677,20,True
61202011436,['0947-9511'],442890,124,Unknown
61202020463,"['1013-0950', '2158-978X']",476417,909,Unknown
61202022026,"['1123-9883', '1724-2150']",484458,488,Unknown
61202049072,['2014-3621'],483657,61,True
61202049100,"['0211-402X', '2014-881X']",488792,106,True
61202049328,"['0236-1477', '2707-0557']",496805,27,Unknown
61202073707,"['1812-9358', '1810-4967']",476620,799,True
61202083342,"['2633-3538', '2633-352X']",500652,3,Unknown
61202087717,['2059-6588'],490894,24,Unknown
61202103176,"['1873-9865', '1873-9857']",470851,163,Unknown
61202126881,"['2263-5947', '1157-1330']",482932,566,Unknown
61202140590,['2453-675X'],500460,25,True
61202140636,['2453-7306'],505323,7,True
61202144350,"['1332-4756', '2459-623X']",503494,7,True
612021784,"['0165-1587', '1464-3618']",440506,1312,Unknown
612021809,"['0960-6491', '1464-3650']",441562,1466,Unknown
61202202446,"['2083-6635', '2084-1043']",485252,3,True
61202202451,['2084-1213'],486033,38,Unknown
61202224811,['2001-5119'],445259,584,True
61202224986,"['2001-7316', '1102-6472']",340006,155,True
6120230870,"['2150-2641', '0256-8543']",468583,883,Unknown
612023249,"['1439-0310', '0179-1613']",340243,3654,Unknown
6120234069,"['0955-2367', '1469-2961']",341868,547,Unknown
61202385938,"['2064-5929', '1419-0222']",487666,147,True
61202385992,['1419-7480'],483151,4,Unknown
61202410829,['1330-0598'],472115,10,True
61202410840,['1330-0474'],483054,6,Unknown
61202410847,['1846-9787'],493772,2,True
61202410850,['0352-9509'],486355,6,Unknown
61202410861,['0587-5455'],482418,4,True
61202435,"['0887-0446', '1476-8321']",339943,2480,Unknown
61202444243,['2194-5594'],489888,17,True
61202447515,"['2310-323X', '1026-9932']",498403,298,Unknown
6120246134,"['2211-9744', '2211-9736']",478455,952,Unknown
612024725,"['1544-8452', '1544-8444']",469991,1151,Unknown
61202578489,['2264-6949'],489593,166,True
612026167,"['1461-7021', '1359-1045']",439148,1492,Unknown
61202637808,"['2054-7110', '2054-7129']",490892,40,Unknown
61202652007,"['2211-906X', '2211-9051']",486517,42,Unknown
61202662552,"['2053-4477', '2053-4485']",486030,310,Unknown
61202726913,['1958-9212'],488827,730,True
61202753856,['0081-7147'],481820,23,Unknown
61202753888,"['0081-8933', '2507-0428']",473378,106,Unknown
61202810149,['0557-2665'],483997,11,Unknown
612028793,"['1478-9957', '1478-9949']",442959,1018,Unknown
612030027,"['1573-6555', '0090-6905']",443619,2091,Unknown
61203019084,"['2030-9902', '1782-7183']",476101,122,Unknown
61203025176,"['2051-2864', '2051-2856']",484905,43,Unknown
61203072272,"['0066-1546', '2048-0849']",484357,682,Unknown
61203072344,['0066-1554'],484358,90,Unknown
61203132839,"['1871-5656', '1871-5621']",470917,288,Unknown
61203136079,['1466-4615'],451026,418,True
612031572,"['0340-5443', '1432-0762']",342000,6121,Unknown
61203458959,"['2367-6108', '1313-9703']",494075,2,True
61203458964,['2367-8038'],502382,2,True
61203795719,['1120-2726'],451599,1,Unknown
612038264,"['1460-9576', '0968-8080']",446411,1840,True
612038309,"['1466-4526', '0969-2290']",446488,1217,Unknown
612038332,['0969-5931'],340982,1788,Unknown
62403783734,"['0969-5931', '0962-9262']",340982,2,Unknown
61203872,"['0025-3359', '2049-680X']",444565,1571,Unknown
6120391354,"['1469-8110', '1351-3249']",445051,696,Unknown
6120404296,"['0235-3490', '2616-499X']",482059,202,True
612041020,['1989-211X'],489042,6,True
612041117,"['1645-7250', '1646-401X']",485220,63,Unknown
612041379,"['2047-9336', '0021-2237']",479641,1198,Unknown
6120416415,"['1834-5530', '1321-103X']",476656,473,Unknown
612042475,"['2365-9521', '0012-0936']",439847,1665,Unknown
612042509,"['0012-155X', '1467-7660']",343651,2096,Unknown
612042650,"['1476-9360', '0160-5682']",443965,8698,Unknown
6120435408,"['1747-0234', '1474-225X']",469923,389,Unknown
612045547,"['0950-3471', '1468-2281']",441187,1483,Unknown
612046978,"['0304-2421', '1573-7853']",447744,1350,Unknown
612046981,"['0304-324X', '1423-0003']",440955,3116,Unknown
612047208,"['0304-3797', '1469-5898']",340621,1902,Unknown
612050136,"['1475-3065', '0036-9306']",446818,1302,Unknown
61205292,"['1350-1763', '1466-4429']",425414,1344,Unknown
61205292,"['1466-4429', '1350-1763']",425414,717,Unknown
612052997,"['2450-8179', '0081-6841']",485712,35,Unknown
61205305,['1664-1078'],477519,33774,True
61205447,['2075-4426'],499287,3888,True
6120553381,"['2047-3869', '2047-3877']",481017,533,Unknown
6120581641,['1958-5500'],486594,412,True
612059306,"['0954-2892', '1471-6909']",441994,837,Unknown
612060674,"['0923-7992', '1573-708X']",445415,1044,Unknown
612060836,"['1063-3995', '1099-0879']",429963,1636,Unknown
612065869,"['1470-1235', '1356-2576']",447113,488,Unknown
61206669,"['0190-9320', '1573-6687']",342844,1277,Unknown
6120671295,"['2452-0063', '2452-0071']",497587,55,Unknown
6120678245,"['1504-3029', '0023-5415']",342878,18,True
6120685173,"['1752-9719', '1752-9727']",476497,319,Unknown
6120728703,"['1468-1366', '1747-5104']",422109,830,Unknown
6120778385,"['2406-0712', '0038-0318']",500294,313,True
6120813955,['1044-5005'],342604,688,Unknown
6120855160,"['2427-9048', '0982-9237']",482698,194,Unknown
6120855329,"['0082-7118', '2752-7042']",447946,186,True
6120898327,"['1932-443X', '1932-4391']",471094,394,Unknown
6120898638,"['1876-2700', '1932-2798']",474783,285,Unknown
6120899936,['2076-0787'],486346,959,True
6120922859,['2632-6655'],499454,152,True
6120922906,['2632-7627'],502122,55,True
6120968874,"['2054-4715', '0184-7678']",340258,215,Unknown
6120969164,"['1467-9205', '0190-0536']",445728,642,Unknown
6120974932,"['0048-1009', '1568-5365']",342436,696,Unknown
6120998458,"['2042-4345', '0729-2473']",482436,324,Unknown
613010044,"['1360-0451', '0954-0121']",340125,5088,Unknown
613010068,"['1360-0516', '0954-0253']",440843,1425,Unknown
613010113,"['1470-1243', '1357-3322']",413958,1187,Unknown
61301027713,"['0809-8131', '1944-8260']",340690,467,Unknown
61301034610,"['1382-2373', '2213-4360']",486506,582,True
61301036333,"['1467-5986', '1469-8439']",441690,956,Unknown
61301042161,['0024-6964'],481614,103,Unknown
61301048683,"['0309-5207', '1759-7811']",451143,334,Unknown
61301048902,"['0309-6564', '1759-7854']",478831,337,Unknown
61301053667,"['2668-1455', '1220-5389']",499073,16,True
61301053694,['2668-3245'],497422,4,Unknown
61301087612,"['2212-585X', '2212-5868']",486524,182,True
61301087647,"['2212-5892', '2212-5884']",483611,34,True
61301089017,"['2406-0976', '1450-9814']",490848,100,True
61301115349,"['2665-9336', '2665-9344']",503548,36,Unknown
61301126297,['2062-1655'],502964,10,True
61301126363,['2062-2597'],486592,15,True
61301174625,"['1473-3277', '1473-3285']",424232,968,Unknown
61301216584,"['2605-5147', '0210-1610']",481978,37,True
61301216599,"['2605-4450', '2605-5317']",500205,20,True
61301233746,"['0354-3293', '2217-8082']",488738,296,True
61301248632,"['2259-8901', '1633-5961']",476243,847,Unknown
61301280492,"['1479-2451', '1479-2443']",449324,703,Unknown
61301352187,"['0790-7915', '2753-9725']",478750,51,Unknown
61301363563,"['1754-9515', '1754-9507']",475158,984,Unknown
61301390727,"['1330-0288', '1848-6096']",439982,203,True
61301399329,"['0167-5133', '1477-4593']",443719,569,Unknown
61301399512,"['1573-0522', '0167-5249']",444340,690,Unknown
61301406632,"['1212-415X', '2533-7610']",484044,369,Unknown
61301406745,['1212-8570'],486196,321,True
61301406793,['1212-9097'],489506,27,True
61301436871,['2663-2144'],504859,104,True
6501662178,['2709-8877'],504859,250,Unknown
61301436992,"['2663-2896', '2221-8440']",496719,7,Unknown
61301438373,['2300-6277'],490935,2,Unknown
61301438391,"['0867-8898', '2300-6420']",486307,30,Unknown
61301438400,['2300-6560'],489552,282,True
61301438417,['2300-6579'],484598,316,True
61301472367,['2521-1234'],497635,85,True
61301472385,"['2521-1250', '2521-1242']",491441,205,Unknown
61301472612,['1575-2844'],487066,207,True
61301479094,"['2210-9730', '1708-7384']",486509,92,Unknown
61301547961,"['1960-6001', '0243-6450']",474555,944,Unknown
61301554244,"['1133-4770', '2530-0075']",471103,119,Unknown
61301565505,"['2450-1328', '1232-8766']",484059,92,True
61301580390,"['2538-8746', '2029-6223']",480158,42,True
61301583115,['0351-5796'],442112,171,Unknown
61301583314,"['2335-0806', '0352-2334']",489044,258,True
61301583366,"['0352-3462', '2334-8453']",494650,605,True
613016194,"['0268-0939', '1464-5106']",442795,1596,Unknown
61301628763,"['2054-670X', '0033-2879']",446187,588,True
61301638345,['2309-9275'],496515,43,Unknown
61301659385,['2174-6419'],498848,10,Unknown
61301659393,"['0210-492X', '2174-6451']",490793,6,True
61301659397,"['0212-4521', '2174-6486']",436026,486,True
61301659536,['2174-6796'],494040,72,Unknown
61301659555,['2174-7210'],486561,105,True
61301659579,['2174-7245'],483700,42,True
61301690756,['1802-2197'],487562,218,Unknown
61301690817,"['1337-9038', '1338-4309']",483566,185,Unknown
61301711330,['2531-0720'],503544,124,True
61301711340,['2531-0968'],497032,17,True
61301711355,"['2531-1360', '2340-177X']",489807,10,Unknown
613017396,"['1958-9549', '0458-726X']",444279,1523,Unknown
61301755577,"['1278-3331', '2427-0466']",488596,222,True
61301762654,['1899-8658'],484744,86,Unknown
61301766402,"['1573-4218', '1573-420X']",475642,217,Unknown
61301769349,"['2524-0595', '0027-2833']",498798,8,Unknown
61301802505,"['1366-8250', '1469-9532']",443128,977,Unknown
61301806951,['2172-0150'],484852,79,True
61301859141,['1644-8855'],502815,115,Unknown
