EP_id,Publications_in_venue,Original_Title,Country_of_Publication,ERIH_PLUS_Disciplines,disc_count
489350,176,Archives and records,United Kingdom,"History, Interdisciplinary research in the Humanities",2
470681,154,Observatorio (OBS*),Portugal,Media Studies and Communication,1
482564,427,Análise psicológica,Portugal,Pedagogical & Educational Research,1
487289,5,Linguística : Revista de Estudos Linguísticos da Universidade do Porto,Portugal,Linguistics,1
483896,155,Medievalista,Portugal,"History, Interdisciplinary research in the Humanities",2
504327,264,Carnets. Revue électronique d’Études Françaises,France,"Cultural Studies, Linguistics, Literature, Interdisciplinary research in the Humanities",4
445599,1776,Parliamentary Affairs,United Kingdom,"Law, Political Sciences and International Relations, Sociology",3
482748,23,Mitteilungen zur christlichen Archäologie,Austria,"Archaeology, Religious Studies and Theology",2
481868,86,Studia Romanica Posnaniensia,Poland,"Linguistics, Literature",2
502549,23,Analecta Archaeologica Ressoviensia,Poland,Archaeology,1
488315,93,"Chemia, Dydaktyka, Ekologia, Metrologia",Poland,"Environmental Studies, Pedagogical & Educational Research",2
485808,65,Critical Studies in Men's Fashion,United Kingdom,"Cultural Studies, Sociology",2
481407,175,"Fashion, Style & Popular Culture",United Kingdom,"Cultural Studies, Gender Studies, Interdisciplinary research in the Humanities, Sociology",4
488640,77,Asia-Pacific Science Education (APSE),Germany,Pedagogical & Educational Research,1
470476,162,Design Philosophy Papers,United Kingdom,Art and Art History,1
448176,665,Word and Image,United Kingdom,"Art and Art History, Literature",2
446464,760,Rethinking history,United Kingdom,History,1
484484,358,Revue d’histoire des sciences humaines,France,"History, History & Philosophy of Science, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Literature",5
341595,44,Acta Poloniae Historica,Poland,"History, Interdisciplinary research in the Humanities",2
450969,354,Studies in European Cinema,United Kingdom,Film and Theatre Studies,1
440369,390,Ethnomusicology Forum,United Kingdom,Musicology,1
450925,41,Austrian Studies,United Kingdom,Literature,1
450925,37,Austrian Studies,United Kingdom,Literature,1
474580,163,Journal of Portuguese Linguistics,Portugal,Linguistics,1
472803,470,Historia y Comunicación Social,Spain,History,1
472504,119,Didáctica (Lengua y Literatura),Spain,Pedagogical & Educational Research,1
448115,3,Die Welt der Slaven: Internationale Halbjahresschrift für Slavistik,Germany,"Cultural Studies, Linguistics, Literature",3
439897,538,Die Welt des Islams,Netherlands,Religious Studies and Theology,1
488034,166,Die Welt des Orients,Germany,"Cultural Studies, History, Linguistics, Religious Studies and Theology",4
470606,149,Journal of Wetland Archaeology,United Kingdom,Archaeology,1
445542,1015,Paedagogica Historica: International Journal of the History of Education,United Kingdom,"History, Pedagogical & Educational Research",2
497439,38,Theatrical Colloquia,Romania,"Art and Art History, Film and Theatre Studies",2
485349,55,Journal of Early Modern Studies,Romania,"History & Philosophy of Science, Philosophy",2
499166,25,Revista de Geomorfologie,Romania,"Environmental Studies, Human Geography and Urban Studies",2
474369,144,Foro de Educación,Spain,Pedagogical & Educational Research,1
483376,257,Investigaciones de Historia Economica,Spain,"Economics, History",2
499138,11,InDret,Spain,Law,1
473984,90,Revista Electrónica Complutense de Investigación en Educación Musical,Spain,Pedagogical & Educational Research,1
446589,722,Revue de l'histoire des religions,France,"Classical Studies, History, Religious Studies and Theology",3
483993,279,Urbani Izziv,Slovenia,Human Geography and Urban Studies,1
496831,143,Zeszyty Naukowe Uniwersytetu Ekonomicznego w Krakowie,Poland,"Business and Management, Economics",2
441169,522,Histoire Epistémologie Langage,France,Linguistics,1
484454,459,"Médiévales: langue, textes, histoire",France,"History, Literature",2
496392,44,Eastern Review (ER),Poland,"Cultural Studies, Interdisciplinary research in the Humanities, Literature, Media Studies and Communication, Political Sciences and International Relations",5
486449,264,Verbum Vitae. Kwartalnik biblijno-teologiczny,Poland,Religious Studies and Theology,1
482765,776,Adult Learning,"United Kingdom, United States",Pedagogical & Educational Research,1
439573,584,Critical Discourse Studies,United Kingdom,Media Studies and Communication,1
469883,276,Home Cultures,United Kingdom,Art and Art History,1
485052,1,Doctrina. Studia Społeczno-Polityczne,Poland,"Interdisciplinary research in the Social Sciences, Political Sciences and International Relations, Sociology",3
477651,85,2Central Europe,United Kingdom,"Literature, History",2
476204,9,Revista Română de Biblioteconomie și Știința Informării,Romania,Library and Information Science,1
503529,10,Management&Marketing,Romania,Business and Management,1
475936,108,"American, British and Canadian Studies Journal",Romania,Interdisciplinary research in the Humanities,1
493685,55,Safety & Fire Technology,Poland,Science and Technology Studies,1
500433,8,Przegląd Krytyczny,Poland,"Gender Studies, Cultural Studies, Media Studies and Communication, Economics, Political Sciences and International Relations, Sociology, Pedagogical & Educational Research",7
499911,10,Educational Role of Language Journal,Poland,"Interdisciplinary research in the Humanities, Linguistics, Pedagogical & Educational Research",3
497795,64,Kwartalnik Prawa Podatkowego,Poland,Law,1
498019,1,Zeszyty Naukowe 'Zbliżenia Cywilizacyjne',Poland,"Cultural Studies, Economics, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Law, Literature, Pedagogical & Educational Research, Political Sciences and International Relations, Sociology",9
498019,17,Zeszyty Naukowe 'Zbliżenia Cywilizacyjne',Poland,"Cultural Studies, Economics, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Law, Literature, Pedagogical & Educational Research, Political Sciences and International Relations, Sociology",9
481746,41,Archeion,Poland,"Interdisciplinary research in the Humanities, Library and Information Science",2
486860,25,Ekonomia – Wroclaw Economic Review,Poland,"Business and Management, Demography, Economics, Environmental Studies, History & Philosophy of Science, Interdisciplinary research in the Social Sciences, Law, Philosophy, Political Sciences and International Relations, Social Statistics and Informatics, Sociology",11
476496,204,Ethics & Global Politics,Sweden,Philosophy,1
485928,12,Analyses/Rereadings/Theories Journal,Poland,"Film and Theatre Studies, Literature",2
486802,8,Ante Portas - Studia nad Bezpieczeństwem,Poland,"Anthropology, Economics, History, Interdisciplinary research in the Social Sciences, Political Sciences and International Relations",5
482995,37,Studia z Dziejów Rosji i Europy Środkowo-Wschodniej,Poland,"History, Political Sciences and International Relations",2
485995,5,Explorations: A Journal of Language and Literature,Poland,"Linguistics, Literature",2
485240,65,Security Dimensions: International & National Studies,Poland,"Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Political Sciences and International Relations",3
484078,96,Forum Philosophicum,Poland,"History & Philosophy of Science, Philosophy, Religious Studies and Theology",3
485030,57,Prawo Budżetowe Państwa i Samorządu,Poland,Law,1
488271,4,"Notitia – journal for economic, business and social issues",Croatia,"Business and Management, Economics, Interdisciplinary research in the Social Sciences",3
503571,44,Acta Economica Et Turistica,Hungary,"Business and Management, Economics, Political Sciences and International Relations, Sociology, Environmental Studies, Human Geography and Urban Studies, Interdisciplinary research in the Social Sciences",7
468610,131,"TYCHE – Beiträge zur Alten Geschichte, Papyrologie und Epigraphik",Austria,"History, Classical Studies",2
504495,612,Österreichische Zeitschrift für Soziologie,Germany,Sociology,1
498742,12,Ardeth,Italy,"Environmental Studies, Human Geography and Urban Studies, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",4
498742,2,Ardeth,Italy,"Environmental Studies, Human Geography and Urban Studies, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",4
493749,17,Axon. Iscrizioni storiche greche,Italy,"Archaeology, Classical Studies, History",3
485398,11,FILOZOFIA I NAUKA. Studia filozoficzne i interdyscyplinarne,Poland,Philosophy,1
500327,42,Przegląd Sejmowy,Poland,"History, Law, Political Sciences and International Relations, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",5
495214,7,Studia Germanica Gedanensia,Poland,"History, Cultural Studies, Linguistics, Literature, Interdisciplinary research in the Humanities",5
484418,14,Filozofia Nauki,Poland,"History & Philosophy of Science, Philosophy",2
471022,204,Word Structure,United Kingdom,Linguistics,1
482453,772,Terrain,France,Anthropology,1
484966,282,Creativity Studies,Lithuania,"Cultural Studies, Sociology",2
490407,1,Revista ARTA,Moldova,"Art and Art History, Cultural Studies",2
488682,6,Biblioteka zhurnala «Rusin»,Moldova,"Anthropology, Archaeology, Demography, History, Linguistics, Literature, Political Sciences and International Relations",7
486063,18,"Plural. History. Culture. Society. Journal of History and Geography Department, 'Ion Creanga'  Pedagogical State University",Moldova,"Anthropology, Archaeology, History",3
487345,198,Освітологічний дискурс,Ukraine,Pedagogical & Educational Research,1
494566,540,Наукові доповіді НУБіП України,Ukraine,Environmental Studies,1
491148,108,NBP – ŽURNAL ZA KRIMINALISTIKU I PRAVO,Serbia,"Law, Science and Technology Studies, Social Statistics and Informatics, Interdisciplinary research in the Social Sciences",4
491331,59,MEST Journal,Serbia,"Media Studies and Communication, Business and Management, Economics, Law, Political Sciences and International Relations, Science and Technology Studies, Pedagogical & Educational Research",7
491332,32,FBIM Transactions,Serbia,"Media Studies and Communication, Business and Management, Economics, Law, Political Sciences and International Relations, Science and Technology Studies, Pedagogical & Educational Research",7
486372,154,Primenjena psihologija,Serbia,Psychology,1
488181,146,Journal of process management and new technologies,Serbia,"Art and Art History, Business and Management, Economics, Interdisciplinary research in the Social Sciences, Law, Media Studies and Communication, Pedagogical & Educational Research, Political Sciences and International Relations, Psychology, Religious Studies and Theology, Science and Technology Studies, Social Statistics and Informatics, Sociology",13
496698,16,Metodički vidici,Serbia,"Linguistics, Pedagogical & Educational Research, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Literature",5
487060,1,Иницијал. Часопис за средњовековне студије,Serbia,"Anthropology, Archaeology, Art and Art History, Classical Studies, Cultural Studies, Demography, Economics, History, History & Philosophy of Science, Human Geography and Urban Studies, Interdisciplinary research in the Humanities, Linguistics, Musicology, Philosophy, Religious Studies and Theology",15
