,EP_id,Publications_in_venue,OC_omid,issn,Open Access
1536,443241,2406,0624020515,"['0149-2063', '1557-1211']",Unknown
1354,442314,2399,064034244,"['0021-8294', '1468-5906']",Unknown
961,439862,2381,0614019237,"['1467-7687', '1363-755X']",Unknown
524,421766,2381,061109793,"['1573-3327', '0009-398X']",Unknown
2211,447492,2373,0619067044,"['0004-3079', '1559-6478']",Unknown
1402,442570,2373,061402564,"['0305-0009', '1469-7602']",Unknown
1508,443071,2371,063052993,"['0022-166X', '1548-8004']",Unknown
2298,448049,2370,069033034,"['1077-8012', '1552-8448']",Unknown
566,429687,2364,066033823,"['1421-9824', '1420-8008']",Unknown
3544,481105,2357,068052979,"['2168-622X', '2168-6238']",Unknown
42,340079,2353,066044567,"['1465-3648', '0268-1153']",Unknown
3508,480736,2353,0623025610,"['0040-0599', '2163-5684']",Unknown
2235,447601,2347,061019926,"['0021-8723', '1945-2314']",Unknown
3046,475881,2343,0616027035,"['0017-8969', '1748-8176']",Unknown
255,341783,2342,068035651,['0094-1190'],Unknown
687,437812,2334,06204175,"['0003-5033', '1955-2580']",Unknown
945,439791,2333,064045949,"['0748-1187', '1091-7683']",Unknown
529,422429,2331,067015454,"['0968-7599', '1360-0508']",Unknown
173,341081,2329,0623018334,"['1096-4665', '0739-9332']",Unknown
401,343183,2328,064043592,['0272-7757'],Unknown
782,438614,2328,0623041960,"['0006-8977', '1421-9743']",Unknown
87,340413,2326,0619032445,"['0163-4437', '1460-3675']",Unknown
1569,443466,2322,0618024088,"['1099-1379', '0894-3796']",Unknown
26,339954,2316,0611026811,"['1552-3829', '0010-4140']",Unknown
1433,442730,2316,0611055684,"['1778-3674', '1296-2074']",Unknown
2388,450568,2315,0626039963,"['1074-0708', '2056-7405']",True
167,341038,2311,062058907,['0738-0593'],Unknown
260,341800,2310,0621013837,"['1469-8714', '0952-5238']",Unknown
1974,446205,2306,0622032077,"['1939-1501', '0893-164X']",Unknown
1014,440106,2306,06708680,"['0013-1954', '1573-0816']",Unknown
177,341105,2306,065041951,"['0267-8179', '1099-1417']",Unknown
2284,447980,2300,0626024305,"['1938-2847', '0272-3638']",Unknown
232,341578,2300,066022482,"['1744-4217', '0013-838X']",Unknown
1022,440191,2299,061501213,"['1477-4526', '0951-0893']",Unknown
105,340539,2295,061907360,"['0022-0485', '2152-4068']",Unknown
1910,445734,2294,0618022403,"['0031-8094', '1467-9213']",Unknown
2206,447459,2289,0613033523,"['1935-1011', '0002-8312']",Unknown
1500,443037,2288,061058449,"['2041-4099', '0075-4269']",Unknown
10,339805,2283,0621025431,"['1460-3578', '0022-3433']",Unknown
72,340302,2282,065060139,"['1943-278X', '0363-0234']",Unknown
754,438237,2279,066040705,"['1471-6828', '0004-8402']",Unknown
1288,441875,2268,0617048980,['1071-5819'],Unknown
1605,443709,2262,06402661,['0022-4405'],Unknown
477,412103,2259,067031578,"['1520-6793', '0742-6046']",Unknown
69,340264,2251,0615016873,"['0140-2382', '1743-9655']",Unknown
166,341032,2243,0626036549,"['0300-9483', '1502-3885']",Unknown
459,343641,2241,064049537,['0166-0462'],Unknown
2355,448353,2236,0624018696,"['0591-2385', '1467-9744']",Unknown
4033,483709,2234,0619024830,['2076-0760'],True
1445,442784,2233,0625030295,['0167-4870'],Unknown
2261,447745,2233,0622025343,"['0263-2764', '1460-3616']",Unknown
1487,442972,2231,0614058625,"['1096-9934', '0270-7314']",Unknown
1392,442493,2230,061101245,"['0021-9266', '2157-6009']",Unknown
1992,446261,2229,0623028531,"['1552-7565', '1077-8004']",Unknown
2009,446387,2220,067028717,"['1547-3201', '0034-4087']",Unknown
365,342833,2220,063059036,['0962-6298'],Unknown
914,439555,2220,0624026074,"['1552-3594', '0093-8548']",Unknown
2167,447267,2210,063040399,['0039-3681'],Unknown
1319,442081,2201,061607453,"['0020-7985', '1468-2435']",Unknown
2113,446939,2201,0626051259,"['1545-6943', '0097-9740']",Unknown
163,341014,2200,067018653,['0749-5978'],Unknown
638,437421,2197,061051307,"['1468-2621', '0001-9909']",Unknown
385,342986,2196,062011792,['0263-2373'],Unknown
1556,443359,2191,0613030421,"['0022-2895', '1940-1027']",Unknown
1550,443319,2186,067018633,"['1096-0821', '0749-596X']",Unknown
1730,444356,2184,0616036087,['1041-6080'],Unknown
552,425995,2177,062407124,"['1532-4796', '0883-6612']",Unknown
1025,440206,2164,0617012857,"['1931-1516', '1528-3542']",Unknown
97,340478,2159,0624044625,"['1469-8145', '0028-6885']",Unknown
1368,442382,2157,061019819,"['1535-1882', '0021-8715']",Unknown
1539,443254,2156,0626044468,"['1752-0606', '0194-472X']",Unknown
1429,442705,2146,068054504,['0929-1199'],Unknown
197,341269,2142,06109229,"['0279-1072', '2159-9777']",Unknown
158,340957,2139,0624031624,"['1873-7986', '0167-7187']",Unknown
1897,445667,2138,064050669,['0048-3486'],Unknown
1360,442333,2137,064034409,"['0021-8456', '1475-679X']",Unknown
484,413502,2135,0621018235,"['1464-0686', '0965-8211']",Unknown
33,340022,2131,0621013747,"['1743-9035', '0952-3367']",Unknown
423,343304,2128,0623028632,"['0092-0703', '1552-7824']",Unknown
997,440076,2128,0623025653,['0040-0912'],Unknown
275,341902,2126,069033078,"['1469-8722', '0950-0170']",Unknown
875,439229,2118,0621053464,"['0364-0213', '1551-6709']",Unknown
937,439680,2114,0626019774,"['1747-7603', '1368-3500']",Unknown
1542,443259,2114,0617029592,"['0267-257X', '1472-1376']",Unknown
138,340755,2112,0626024536,['0272-4944'],Unknown
153,340897,2109,0613040645,"['0176-2680', '1873-5703']",Unknown
329,342490,2106,062509530,['0160-2896'],Unknown
1234,441299,2106,0624039363,"['0887-5367', '1527-2001']",Unknown
460,343651,2096,0612042509,"['0012-155X', '1467-7660']",Unknown
2754,472352,2094,0625045396,['1809-127X'],True
354,342731,2092,0616024210,['0165-4896'],Unknown
1583,443619,2091,0612030027,"['1573-6555', '0090-6905']",Unknown
1281,441829,2089,0615040612,"['2050-4578', '0020-7209']",Unknown
1871,445479,2087,0621020991,"['1526-5455', '1047-7039']",Unknown
326,342467,2085,0613060134,"['1873-538X', '0883-0355']",Unknown
2239,447630,2076,0613019931,"['2153-3601', '0026-9662']",Unknown
1375,442418,2064,067032919,"['1552-4523', '0733-4648']",Unknown
267,341855,2061,0613029001,"['1472-3433', '0263-7758']",Unknown
547,425414,2061,061205292,"['1350-1763', '1466-4429']",Unknown
967,439879,2058,064018585,"['0012-2173', '1759-0949']",Unknown
831,438847,2055,065015820,"['1744-9324', '0008-4239']",Unknown
2314,448161,2053,065060169,"['1541-0331', '0363-0242']",Unknown
2022,446430,2052,0618031517,"['0361-0365', '1573-188X']",Unknown
503,417129,2047,0625017165,"['0021-857X', '1477-9552']",Unknown
405,343195,2047,062030371,"['0020-8833', '1468-2478']",Unknown
13,339856,2045,067065547,"['0026-749X', '1469-8099']",Unknown
5817,489977,2041,0612014977,['2504-284X'],True
1977,446208,2038,067065683,"['1469-0292', '1878-5476']",Unknown
1771,444708,2037,0622027982,"['0025-7273', '2048-8343']",Unknown
370,342849,2036,0619048857,"['1502-3923', '0020-174X']",Unknown
1301,441963,2031,0621020941,"['1099-1212', '1047-482X']",Unknown
261,341811,2028,0617041428,"['1532-7906', '0027-3171']",Unknown
120,340634,2027,062502478,"['1465-3427', '0966-8136']",Unknown
194,341240,2025,0626033790,"['0009-837X', '1546-072X']",Unknown
1236,441379,2023,0623032175,"['1053-5888', '1558-0792']",Unknown
2604,470729,2020,062038863,"['1305-8223', '1305-8215']",Unknown
338,342543,2017,06501162,"['0091-4150', '1541-3535']",Unknown
760,438299,2017,0623027247,"['1362-3613', '1461-7005']",Unknown
2024,446435,2016,061065406,"['0157-244X', '1573-1898']",Unknown
820,438793,2012,0618062726,"['2162-8564', '0008-1256']",Unknown
203,341323,2003,0624035874,"['1098-2337', '0096-140X']",Unknown
865,439172,2002,063040533,"['1385-4046', '1744-4144']",Unknown
1827,445086,2000,06408612,"['1572-8668', '0028-2677']",Unknown
1850,445284,2000,0615042207,['0029-4527'],Unknown
1250,441597,1997,067030239,"['1369-118X', '1468-4462']",Unknown
666,437632,1996,06202212055,['1080-6490'],Unknown
1169,441080,1995,066028529,"['1552-6127', '1090-1981']",Unknown
2027,446443,1988,0616014191,"['1049-7315', '1552-7581']",Unknown
1479,442927,1988,0614059913,"['0093-4690', '2042-4582']",Unknown
407,343221,1988,0624017057,"['1469-2112', '0007-1234']",Unknown
539,423750,1983,0617037026,"['1492-1421', '0026-0452']",Unknown
660,437593,1981,062101046899,['1086-3168'],Unknown
889,439327,1980,0614035240,"['0010-4175', '1475-2999']",Unknown
1905,445723,1976,064050724,"['1574-9274', '0048-3893']",Unknown
1545,443290,1975,061704765,['0022-2496'],Unknown
1416,442647,1972,0622057804,['0147-5967'],Unknown
1877,445532,1970,062101128,"['0030-8684', '1533-8584']",Unknown
1477,442922,1969,0616040193,"['1573-2851', '0885-7482']",Unknown
1889,445608,1967,062033109,"['0031-2789', '1573-6679']",Unknown
1859,445377,1960,0612013397,"['0029-8077', '1834-4461']",Unknown
274,341890,1960,0616055483,"['0143-4632', '1747-7557']",Unknown
1179,441153,1959,0611022785,"['1469-8366', '0729-4360']",Unknown
934,439662,1957,061708578,"['0963-7214', '1467-8721']",Unknown
289,342064,1956,06808430,"['1464-0651', '0165-0254']",Unknown
1950,445996,1955,06140804186,"['2196-8225', '0032-7034']",Unknown
528,422307,1949,0624023298,"['1465-3346', '0142-5692']",Unknown
372,342868,1945,062034706,"['0024-3949', '1613-396X']",Unknown
89,340434,1942,0613039307,"['1573-7187', '0040-5833']",Unknown
708,437942,1936,067028982,"['0146-6216', '1552-3497']",Unknown
465,343684,1935,061029331,"['0013-9165', '1552-390X']",Unknown
1017,440109,1931,0616042986,"['0013-2004', '1741-5446']",Unknown
2040,446496,1929,0623034055,"['1748-6858', '0034-6705']",Unknown
4213,484363,1929,06304079,"['0003-5815', '1758-5309']",Unknown
748,438174,1929,0616024362,"['0260-2938', '1469-297X']",Unknown
991,440048,1929,0616025666,"['0266-4666', '1469-4360']",Unknown
1707,444293,1927,068020153,"['0047-4045', '1469-8013']",Unknown
323,342362,1922,061025129,"['0007-6791', '1743-7938']",Unknown
2778,472624,1921,063039375,"['1809-4430', '0100-6916']",True
680,437697,1920,065029327,"['1435-9448', '1435-9456']",Unknown
562,428647,1914,0614061086,"['1469-3518', '0141-1926']",Unknown
1723,444339,1912,0617041349,"['1573-661X', '0147-7307']",Unknown
2198,447402,1907,0623025776,['0040-165X'],Unknown
1370,442388,1904,061019995,"['1468-5922', '0021-8774']",Unknown
77,340341,1902,061601887,"['0162-895X', '1467-9221']",Unknown
375,342925,1902,0617041237,"['0020-7438', '1471-6380']",Unknown
118,340621,1902,0612047208,"['0304-3797', '1469-5898']",Unknown
790,438648,1892,069013561,"['0306-9885', '1469-3534']",Unknown
775,438414,1891,0615018133,"['1539-3429', '1470-8175']",Unknown
445,343501,1890,06903508,"['1934-3876', '0021-9231']",Unknown
1852,445286,1884,0615042245,"['0029-4624', '1468-0068']",Unknown
1631,443820,1882,062502499,"['1747-7646', '0966-9582']",Unknown
1093,440558,1880,061808651,"['1936-2293', '1064-1297']",Unknown
1990,446253,1880,064042018,"['1366-5898', '0951-8398']",Unknown
215,341434,1874,061905323,"['0022-278X', '1469-7777']",Unknown
1887,445606,1872,062032967,"['0031-2746', '1477-464X']",Unknown
585,434331,1868,0619038007,"['1743-0445', '1743-0437']",Unknown
134,340717,1867,0615024119,"['1520-6696', '0022-5061']",Unknown
2193,447388,1866,0626077656,"['0092-055X', '1939-862X']",Unknown
984,440008,1865,0626076577,['0885-2006'],Unknown
1006,440097,1863,0618061353,"['0144-3410', '1469-5820']",Unknown
1612,443726,1863,0626077760,"['0092-623X', '1521-0715']",Unknown
668,437634,1862,0618052441,"['1527-2133', '0003-1283']",Unknown
277,341945,1860,0625015558,"['1366-5839', '0022-0272']",Unknown
316,342284,1859,0616023918,"['0165-2516', '1613-3668']",Unknown
747,438173,1857,0621025514,"['1552-3489', '1073-1911']",Unknown
466,343688,1855,067021570,"['1573-0638', '0020-8566']",Unknown
3074,476225,1853,069048293,"['1760-7426', '0035-1121']",True
560,428231,1849,06704320,"['1557-5144', '0734-2829']",Unknown
1960,446177,1848,0614048699,"['1048-1885', '1940-9222']",Unknown
3178,477038,1842,069053521,"['1868-8527', '1868-8535']",Unknown
1373,442413,1842,0616025556,['0193-3973'],Unknown
1532,443210,1841,062061430,"['1469-7742', '0022-2267']",Unknown
1119,440716,1840,068015468,"['0015-587X', '1469-8315']",Unknown
2017,446411,1840,0612038264,"['1460-9576', '0968-8080']",True
337,342541,1839,069045565,"['0898-2643', '1552-6887']",Unknown
1225,441277,1839,0611030780,"['0090-4848', '1099-050X']",Unknown
1012,440103,1838,06708629,"['1465-3397', '0013-1911']",Unknown
767,438357,1838,0611066456,"['1099-0798', '0735-3936']",Unknown
1167,441061,1835,0615021047,"['1475-4517', '0017-8160']",Unknown
6800,495239,1832,0614039614,"['2178-938X', '0034-7590']",True
1016,440108,1826,0611021326,"['1556-6501', '1042-1629']",Unknown
1619,443747,1823,0613053739,"['2163-5811', '1043-7797']",Unknown
270,341871,1818,062012951,"['1475-4991', '0034-6586']",Unknown
317,342289,1816,0611062092,"['0927-5371', '1879-1034']",Unknown
231,341577,1814,068016748,"['0922-4777', '1573-0905']",Unknown
776,438431,1814,064059737,"['0269-9702', '1467-8519']",Unknown
27,339957,1812,0625040566,"['1467-9922', '0023-8333']",Unknown
710,437959,1812,065010599,"['1464-0597', '0269-994X']",Unknown
1961,446178,1805,0611066393,"['0735-1690', '1940-9133']",Unknown
663,437622,1803,062045980,"['0002-9831', '1527-2117']",Unknown
1290,441903,1803,0626019745,"['1368-2822', '1460-6984']",Unknown
830,438842,1803,0616053195,"['1911-0820', '0045-5091']",Unknown
1582,443600,1800,069046843,"['0737-6782', '1540-5885']",Unknown
1374,442414,1800,062407133,"['1099-1255', '0883-7252']",Unknown
283,341980,1799,067030233,"['1369-1058', '1464-5351']",Unknown
268,341858,1799,0623028583,"['1460-3659', '0306-3127']",Unknown
1578,443532,1796,0616049174,['0095-4470'],Unknown
1891,445649,1796,0618024186,"['1469-9990', '1352-8165']",Unknown
217,341449,1796,0621023884,"['0144-6665', '2044-8309']",Unknown
426,343358,1792,068020086,"['0047-2794', '1469-7823']",Unknown
159,340982,1790,0612038332,['0969-5931'],Unknown
905,439480,1790,0611070996,['0361-476X'],Unknown
561,428607,1789,06609991,"['1743-9361', '0306-6150']",Unknown
1026,440229,1787,065019991,"['1969-6981', '0013-7545']",Unknown
915,439560,1785,06705597,"['0011-1384', '1745-9125']",Unknown
2325,448202,1785,061043164,"['1086-3338', '0043-8871']",Unknown
416,343272,1784,068027344,"['1467-9442', '0347-0520']",Unknown
903,439474,1783,069010017,"['0823-9150', '1911-3846']",Unknown
1289,441886,1783,061606255,"['1464-5173', '1360-3116']",Unknown
892,439382,1782,067052519,"['1061-3773', '1099-0542']",Unknown
1488,442973,1777,068013215,"['0742-0714', '1573-3602', '1050-5350']",Unknown
1886,445599,1776,06107706,"['0031-2290', '1460-2482']",Unknown
538,423354,1775,0618034703,"['1572-8366', '0889-048X']",Unknown
787,438641,1773,06803028,"['2044-8260', '0144-6657']",Unknown
849,439044,1771,0613053772,"['1873-7781', '1043-951X']",Unknown
2223,447557,1771,0619039329,"['0016-9862', '1934-9041']",Unknown
1338,442172,1770,068037547,"['2051-6967', '0790-9667']",Unknown
1524,443181,1769,0626048736,['1367-3270'],Unknown
2129,447012,1769,0624049375,"['1527-8034', '0145-5532']",Unknown
2414,451156,1757,0619059906,"['1555-2462', '0002-0206']",Unknown
2322,448182,1757,061043126,"['1470-1375', '0043-8243']",Unknown
1255,441684,1757,0616014178,"['1744-5191', '1049-4820']",Unknown
1762,444574,1756,068063739,"['0732-2399', '1526-548X']",Unknown
1363,442351,1755,065030639,"['0021-8537', '1469-5138']",Unknown
1584,443624,1755,0625031385,"['0164-0305', '0882-2689', '1573-3505']",Unknown
1727,444350,1753,0619022036,['0143-7739'],Unknown
1602,443699,1753,0618043460,"['1753-528X', '0075-4358']",Unknown
1405,442591,1752,0624014263,"['1537-4416', '1537-4424']",Unknown
832,438858,1750,067064353,"['1710-1107', '0714-9808']",Unknown
1486,442970,1746,068027264,"['1469-9486', '0309-877X']",Unknown
2010,446389,1746,0621035831,"['1469-901X', '0034-4125']",Unknown
2031,446469,1745,063046653,"['1740-1720', '0305-6244']",Unknown
1275,441781,1744,0622015585,"['1744-5183', '0020-7144']",Unknown
147,340854,1744,061024933,"['1467-9752', '0309-8249']",Unknown
200,341294,1736,0624024565,"['0020-8523', '1461-7226']",Unknown
962,439863,1735,0626057034,"['1521-0456', '0163-9625']",Unknown
1740,444399,1732,0614061173,"['0439-4216', '1953-8103']",Unknown
813,438760,1732,061025163,"['2044-768X', '0007-6805']",Unknown
2189,447381,1727,0618020726,"['1532-8015', '1040-1334']",Unknown
320,342346,1725,0612029937,"['0090-5992', '1465-3923']",Unknown
724,438021,1724,0618019660,"['1432-0665', '0003-9268', '0933-5846']",Unknown
1204,441204,1723,067043483,"['0191-6599', '1873-541X']",Unknown
1832,445123,1721,066044573,"['1355-4794', '1465-3656']",Unknown
2541,469918,1721,069033062,"['1839-2628', '1832-4274']",Unknown
864,439164,1720,064059700,"['0269-9206', '1464-5076']",Unknown
621,437124,1719,069071167,['0361-3682'],Unknown
792,438650,1717,0623020192,"['1467-8543', '0007-1080']",Unknown
1845,445251,1716,066029679,"['1552-7395', '0899-7640']",Unknown
1267,441749,1716,0621015010,"['1545-7001', '0020-7071']",Unknown
224,341529,1715,066012912,"['0360-5310', '1744-5019']",Unknown
1784,444835,1706,068040378,"['1743-7881', '0026-3206']",Unknown
420,343284,1705,061065210,"['1469-9044', '0260-2105']",Unknown
1137,440846,1700,0613062809,"['0966-369X', '1360-0524']",Unknown
1624,443776,1700,06602889,"['0022-4669', '1538-4764']",Unknown
1350,442267,1697,061606238,"['1468-3148', '1360-2322']",Unknown
1426,442698,1696,061053939,"['1461-7250', '0022-0094']",Unknown
2092,446779,1694,061064191,"['0926-7220', '1573-1901']",Unknown
1496,443022,1692,066043510,"['1573-7780', '1389-4978']",Unknown
1661,444055,1691,0611066433,"['0735-2166', '1467-9906']",Unknown
1455,442801,1689,0611066468,"['0735-6331', '1541-4140']",Unknown
1658,444005,1689,0617026660,"['1477-4607', '0022-5185']",Unknown
1704,444290,1687,0625040544,"['1756-6053', '0023-8309']",Unknown
823,438800,1685,069014897,"['1469-2139', '0008-1973']",Unknown
1616,443741,1685,067046641,"['0022-4529', '1527-1897']",Unknown
1673,444132,1684,0621023708,"['1464-8849', '1741-3001']",Unknown
226,341536,1684,0611038467,"['0008-3968', '1923-3051']",Unknown
817,438784,1681,0618062560,"['0008-0055', '1777-5353']",Unknown
1117,440711,1678,062059987,"['1421-9972', '1021-7762']",Unknown
1155,440993,1676,0614026284,['0740-624X'],Unknown
